alerta_id,codigo,tipo_cliente,regra_id,regra,enquadramento,valor_envolvido,data,prioridade,evidencia
A004352,T-43371,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",83838.89000000001,2026-08-16,54.6,"R$ 45.518 recebidos e R$ 38.321 enviados por Pix em 30 dias — 23,7× a renda mensal declarada de R$ 3.540."
A004353,T-43371,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",83838.89000000001,2026-08-16,54.6,"R$ 83.839 movimentados em 30 dias, contra média mensal de R$ 718 nos 3 meses anteriores (117× a média, com piso de R$ 200)."
A004354,T-54199,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",21782.019999999997,2026-08-16,45.2,"R$ 13.908 recebidos e R$ 7.874 enviados por Pix em 30 dias — 4,2× a renda mensal declarada de R$ 5.190."
A004355,T-54199,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",21782.019999999997,2026-08-16,45.2,"R$ 21.782 movimentados em 30 dias, contra média mensal de R$ 1.356 nos 3 meses anteriores (16× a média, com piso de R$ 200)."
A004356,T-60630,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",25521.219999999987,2026-08-16,45.8,"R$ 24.027 recebidos e R$ 1.494 enviados por Pix em 30 dias — 4,3× a renda mensal declarada de R$ 5.980."
A004357,T-60630,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",25521.219999999987,2026-08-16,45.8,"R$ 25.521 movimentados em 30 dias, contra média mensal de R$ 1.965 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004360,T-56794,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",59258.11,2026-08-16,49.2,"R$ 30.881 recebidos e R$ 28.377 enviados por Pix em 30 dias — 11,8× a renda mensal declarada de R$ 5.020."
A004361,T-56794,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",59258.11,2026-08-16,49.2,"R$ 59.258 movimentados em 30 dias, contra média mensal de R$ 2.334 nos 3 meses anteriores (25× a média, com piso de R$ 200)."
A004363,T-92939,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",70167.74,2026-08-16,72.6,"R$ 36.356 recebidos e R$ 33.812 enviados por Pix em 30 dias — 36,2× a renda mensal declarada de R$ 1.940."
A004364,T-13964,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",80676.75,2026-08-16,73.3,"R$ 41.748 recebidos e R$ 38.928 enviados por Pix em 30 dias — 41,8× a renda mensal declarada de R$ 1.930."
A004365,T-34475,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",15967.27,2026-08-16,26.1,"R$ 15.967 movimentados em 30 dias, contra média mensal de R$ 0 nos 3 meses anteriores (80× a média, com piso de R$ 200)."
A004366,L-67465,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",18305.029402782267,2026-08-17,41.7,"R$ 18.305 recebidos no POS em 7 dias, 3,5× a receita semanal esperada (R$ 5.284); 17% vieram de cartões de uma mesma empresa cliente."
A004367,L-35141,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",153888.0728522255,2026-08-17,50.3,"R$ 153.888 recebidos no POS em 7 dias, 3,1× a receita semanal esperada (R$ 49.608); 14% vieram de cartões de uma mesma empresa cliente."
A004368,T-23699,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",68728.29000000001,2026-08-17,49.8,"R$ 34.729 recebidos e R$ 34.000 enviados por Pix em 30 dias — 10,5× a renda mensal declarada de R$ 6.560."
A004369,T-23699,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",68728.29000000001,2026-08-17,49.8,"R$ 68.728 movimentados em 30 dias, contra média mensal de R$ 0 nos 3 meses anteriores (344× a média, com piso de R$ 200)."
A004370,T-70261,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31946.000000000007,2026-08-17,46.7,"R$ 31.817 recebidos e R$ 129 enviados por Pix em 30 dias — 21,9× a renda mensal declarada de R$ 1.460."
A004371,T-70261,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31946.000000000007,2026-08-17,46.7,"R$ 31.946 movimentados em 30 dias, contra média mensal de R$ 653 nos 3 meses anteriores (49× a média, com piso de R$ 200)."
A004372,T-99643,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42172.62,2026-08-17,51.8,"R$ 42.135 recebidos e R$ 37 enviados por Pix em 30 dias — 11,7× a renda mensal declarada de R$ 3.610."
A004373,T-99643,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42172.62,2026-08-17,51.8,"R$ 42.173 movimentados em 30 dias, contra média mensal de R$ 538 nos 3 meses anteriores (78× a média, com piso de R$ 200)."
A004374,T-10677,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",37231.15000000001,2026-08-17,51.3,"R$ 36.762 recebidos e R$ 469 enviados por Pix em 30 dias — 13,7× a renda mensal declarada de R$ 2.720."
A004375,T-10677,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",37231.15000000001,2026-08-17,51.3,"R$ 37.231 movimentados em 30 dias, contra média mensal de R$ 486 nos 3 meses anteriores (77× a média, com piso de R$ 200)."
A004376,T-38294,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",39569.44000000001,2026-08-17,47.6,"R$ 39.069 recebidos e R$ 500 enviados por Pix em 30 dias — 17,6× a renda mensal declarada de R$ 2.250."
A004377,T-38294,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",39569.44000000001,2026-08-17,47.6,"R$ 39.569 movimentados em 30 dias, contra média mensal de R$ 1.011 nos 3 meses anteriores (39× a média, com piso de R$ 200)."
A004378,T-78900,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",25212.22,2026-08-17,45.8,"R$ 24.896 recebidos e R$ 316 enviados por Pix em 30 dias — 13,3× a renda mensal declarada de R$ 1.900."
A004379,T-78900,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",25212.22,2026-08-17,45.8,"R$ 25.212 movimentados em 30 dias, contra média mensal de R$ 1.036 nos 3 meses anteriores (24× a média, com piso de R$ 200)."
A004381,T-21010,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",65590.47999999998,2026-08-17,72.3,"R$ 33.592 recebidos e R$ 31.998 enviados por Pix em 30 dias — 36,2× a renda mensal declarada de R$ 1.810."
A004382,T-71153,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",14989.079999999998,2026-08-18,43.7,"R$ 9.531 recebidos e R$ 5.458 enviados por Pix em 30 dias — 6,6× a renda mensal declarada de R$ 2.260."
A004383,T-71153,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",14989.079999999998,2026-08-18,43.7,"R$ 14.989 movimentados em 30 dias, contra média mensal de R$ 629 nos 3 meses anteriores (24× a média, com piso de R$ 200)."
A004384,T-30067,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49830.439999999995,2026-08-18,48.5,"R$ 28.860 recebidos e R$ 20.971 enviados por Pix em 30 dias — 10,1× a renda mensal declarada de R$ 4.940."
A004385,T-30067,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",49830.439999999995,2026-08-18,48.5,"R$ 49.830 movimentados em 30 dias, contra média mensal de R$ 2.294 nos 3 meses anteriores (22× a média, com piso de R$ 200)."
A004386,T-87809,Titular (PF),R03,R03 · Transferências logo abaixo do limite,"IV, b",14244.28,2026-08-18,39.7,"3 Pix enviados entre R$ 4.500 e R$ 5.000 em 7 dias, somando R$ 14.244 — o limite por transação é R$ 5.000."
A004387,T-98002,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",36784.09,2026-08-18,47.3,"R$ 23.426 recebidos e R$ 13.358 enviados por Pix em 30 dias — 8,1× a renda mensal declarada de R$ 4.520."
A004388,T-98002,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",36784.09,2026-08-18,47.3,"R$ 36.784 movimentados em 30 dias, contra média mensal de R$ 1.099 nos 3 meses anteriores (33× a média, com piso de R$ 200)."
A004389,T-76493,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",35802.69,2026-08-18,34.4,"R$ 34.544 recebidos e R$ 1.259 enviados por Pix em 30 dias — 7,6× a renda mensal declarada de R$ 4.710."
A004390,T-86791,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",18973.61,2026-08-18,31.8,"R$ 8.893 recebidos e R$ 10.081 enviados por Pix em 30 dias — 4,6× a renda mensal declarada de R$ 4.120."
A004392,L-14909,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",70682.72730208258,2026-08-19,52.1,"R$ 70.683 recebidos no POS em 7 dias, 3,2× a receita semanal esperada (R$ 21.914); 6% vieram de cartões de uma mesma empresa cliente."
A004393,T-36033,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",22727.28,2026-08-19,45.4,"R$ 19.713 recebidos e R$ 3.014 enviados por Pix em 30 dias — 8,3× a renda mensal declarada de R$ 2.750."
A004394,T-36033,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",22727.28,2026-08-19,45.4,"R$ 22.727 movimentados em 30 dias, contra média mensal de R$ 400 nos 3 meses anteriores (57× a média, com piso de R$ 200)."
A004395,T-46684,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",20311.77,2026-08-19,27.1,"R$ 20.312 movimentados em 30 dias, contra média mensal de R$ 1.077 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004396,T-47249,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",23222.239999999998,2026-08-19,45.4,"R$ 12.254 recebidos e R$ 10.969 enviados por Pix em 30 dias — 6,1× a renda mensal declarada de R$ 3.800."
A004397,T-47249,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",23222.239999999998,2026-08-19,45.4,"R$ 23.222 movimentados em 30 dias, contra média mensal de R$ 1.803 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004401,T-17684,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",43069.22,2026-08-20,47.9,"R$ 41.382 recebidos e R$ 1.688 enviados por Pix em 30 dias — 7,8× a renda mensal declarada de R$ 5.520."
A004402,T-17684,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",43069.22,2026-08-20,47.9,"R$ 43.069 movimentados em 30 dias, contra média mensal de R$ 3.101 nos 3 meses anteriores (14× a média, com piso de R$ 200)."
A004403,T-12878,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",32243.339999999997,2026-08-20,38.0,"R$ 19.021 recebidos e R$ 13.222 enviados por Pix em 30 dias — 3,2× a renda mensal declarada de R$ 10.160."
A004404,T-92967,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",67874.5,2026-08-20,49.8,"R$ 41.023 recebidos e R$ 26.852 enviados por Pix em 30 dias — 20,5× a renda mensal declarada de R$ 3.310."
A004405,T-92967,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",67874.5,2026-08-20,49.8,"R$ 67.874 movimentados em 30 dias, contra média mensal de R$ 721 nos 3 meses anteriores (94× a média, com piso de R$ 200)."
A004406,T-28308,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",20262.93,2026-08-20,48.9,"R$ 20.263 recebidos e R$ 0 enviados por Pix em 30 dias — 9,3× a renda mensal declarada de R$ 2.170."
A004407,T-28308,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",20262.93,2026-08-20,48.9,"R$ 20.263 movimentados em 30 dias, contra média mensal de R$ 348 nos 3 meses anteriores (58× a média, com piso de R$ 200)."
A004408,T-87630,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",56096.22,2026-08-20,49.0,"R$ 27.718 recebidos e R$ 28.378 enviados por Pix em 30 dias — 15,0× a renda mensal declarada de R$ 3.740."
A004409,T-87630,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",56096.22,2026-08-20,49.0,"R$ 56.096 movimentados em 30 dias, contra média mensal de R$ 1.698 nos 3 meses anteriores (33× a média, com piso de R$ 200)."
A004410,T-55607,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42182.18000000001,2026-08-20,51.8,"R$ 41.946 recebidos e R$ 237 enviados por Pix em 30 dias — 11,0× a renda mensal declarada de R$ 3.820."
A004411,T-55607,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42182.18000000001,2026-08-20,51.8,"R$ 42.182 movimentados em 30 dias, contra média mensal de R$ 988 nos 3 meses anteriores (43× a média, com piso de R$ 200)."
A004412,T-65474,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",38834.280000000006,2026-08-20,47.5,"R$ 36.193 recebidos e R$ 2.641 enviados por Pix em 30 dias — 8,4× a renda mensal declarada de R$ 4.600."
A004413,T-65474,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",38834.280000000006,2026-08-20,47.5,"R$ 38.834 movimentados em 30 dias, contra média mensal de R$ 1.716 nos 3 meses anteriores (23× a média, com piso de R$ 200)."
A004414,T-99795,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",40758.979999999996,2026-08-20,47.7,"R$ 38.729 recebidos e R$ 2.030 enviados por Pix em 30 dias — 6,3× a renda mensal declarada de R$ 6.510."
A004415,T-99795,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",40758.979999999996,2026-08-20,47.7,"R$ 40.759 movimentados em 30 dias, contra média mensal de R$ 3.271 nos 3 meses anteriores (12× a média, com piso de R$ 200)."
A004417,T-62174,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",62410.409999999974,2026-08-20,72.2,"R$ 32.430 recebidos e R$ 29.980 enviados por Pix em 30 dias — 33,2× a renda mensal declarada de R$ 1.880."
A004418,T-37077,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",35928.0,2026-08-20,38.4,"R$ 359 recebidos e R$ 35.569 enviados por Pix em 30 dias — 9,1× a renda mensal declarada de R$ 3.960."
A004419,L-39780,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",29277.322664891602,2026-08-21,47.6,"R$ 29.277 recebidos no POS em 7 dias, 3,5× a receita semanal esperada (R$ 8.328); 12% vieram de cartões de uma mesma empresa cliente."
A004421,T-08143,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74372.16999999998,2026-08-21,75.1,"R$ 49.599 recebidos e R$ 24.773 enviados por Pix em 30 dias — 5,9× a renda mensal declarada de R$ 12.530."
A004422,T-08143,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",74372.16999999998,2026-08-21,75.1,"Titular PEP movimentou R$ 74.372 em 30 dias (R$ 49.599 recebidos, R$ 24.773 enviados); renda mensal declarada de R$ 12.530."
A004423,T-93322,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42307.2,2026-08-21,51.9,"R$ 41.631 recebidos e R$ 676 enviados por Pix em 30 dias — 19,6× a renda mensal declarada de R$ 2.160."
A004424,T-93322,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42307.2,2026-08-21,51.9,"R$ 42.307 movimentados em 30 dias, contra média mensal de R$ 529 nos 3 meses anteriores (80× a média, com piso de R$ 200)."
A004425,T-33236,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",68735.26000000001,2026-08-22,49.8,"R$ 44.801 recebidos e R$ 23.934 enviados por Pix em 30 dias — 22,6× a renda mensal declarada de R$ 3.040."
A004426,T-33236,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",68735.26000000001,2026-08-22,49.8,"R$ 68.735 movimentados em 30 dias, contra média mensal de R$ 931 nos 3 meses anteriores (74× a média, com piso de R$ 200)."
A004427,T-29677,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",22290.309999999998,2026-08-22,32.5,"R$ 20.923 recebidos e R$ 1.367 enviados por Pix em 30 dias — 3,4× a renda mensal declarada de R$ 6.640."
A004428,T-87510,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",11298.27,2026-08-22,42.5,"R$ 9.659 recebidos e R$ 1.640 enviados por Pix em 30 dias — 4,2× a renda mensal declarada de R$ 2.670."
A004429,T-87510,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",11298.27,2026-08-22,42.5,"R$ 11.298 movimentados em 30 dias, contra média mensal de R$ 1.021 nos 3 meses anteriores (11× a média, com piso de R$ 200)."
A004430,T-83106,Titular (PF),R03,R03 · Transferências logo abaixo do limite,"IV, b",14165.36,2026-08-22,65.5,"3 Pix enviados entre R$ 4.500 e R$ 5.000 em 7 dias, somando R$ 14.165 — o limite por transação é R$ 5.000."
A004431,T-80828,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",10009.770000000004,2026-08-22,44.3,"Titular PEP movimentou R$ 10.010 em 30 dias (R$ 7.400 recebidos, R$ 2.610 enviados); renda mensal declarada de R$ 17.110."
A004432,T-24814,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",57234.55,2026-08-22,53.1,"R$ 36.719 recebidos e R$ 20.515 enviados por Pix em 30 dias — 5,7× a renda mensal declarada de R$ 10.030."
A004433,T-24814,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",57234.55,2026-08-22,53.1,"R$ 57.235 movimentados em 30 dias, contra média mensal de R$ 2.203 nos 3 meses anteriores (26× a média, com piso de R$ 200)."
A004438,L-35473,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",64790.63405215368,2026-08-23,46.8,"R$ 64.791 recebidos no POS em 7 dias, 3,3× a receita semanal esperada (R$ 19.868); 17% vieram de cartões de uma mesma empresa cliente."
A004439,L-79142,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",24198.238374978886,2026-08-23,42.8,"R$ 24.198 recebidos no POS em 7 dias, 3,0× a receita semanal esperada (R$ 7.987); 3% vieram de cartões de uma mesma empresa cliente."
A004440,T-38648,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",57036.4,2026-08-23,49.1,"R$ 34.376 recebidos e R$ 22.660 enviados por Pix em 30 dias — 6,3× a renda mensal declarada de R$ 9.090."
A004441,T-38648,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",57036.4,2026-08-23,49.1,"R$ 57.036 movimentados em 30 dias, contra média mensal de R$ 2.652 nos 3 meses anteriores (22× a média, com piso de R$ 200)."
A004443,T-65187,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",26958.409999999996,2026-08-23,50.0,"R$ 22.051 recebidos e R$ 4.908 enviados por Pix em 30 dias — 3,8× a renda mensal declarada de R$ 7.110."
A004444,T-65187,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",26958.409999999996,2026-08-23,50.0,"R$ 26.958 movimentados em 30 dias, contra média mensal de R$ 1.825 nos 3 meses anteriores (15× a média, com piso de R$ 200)."
A004445,T-43883,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",45231.229999999996,2026-08-23,52.1,"R$ 45.036 recebidos e R$ 196 enviados por Pix em 30 dias — 11,2× a renda mensal declarada de R$ 4.030."
A004446,T-43883,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",45231.229999999996,2026-08-23,52.1,"R$ 45.231 movimentados em 30 dias, contra média mensal de R$ 1.498 nos 3 meses anteriores (30× a média, com piso de R$ 200)."
A004447,T-93513,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",67668.81999999999,2026-08-23,49.7,"R$ 37.664 recebidos e R$ 30.004 enviados por Pix em 30 dias — 21,1× a renda mensal declarada de R$ 3.210."
A004448,T-93513,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",67668.81999999999,2026-08-23,49.7,"R$ 67.669 movimentados em 30 dias, contra média mensal de R$ 822 nos 3 meses anteriores (82× a média, com piso de R$ 200)."
A004449,T-46358,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74052.88,2026-08-23,65.5,"R$ 40.422 recebidos e R$ 33.631 enviados por Pix em 30 dias — 8,8× a renda mensal declarada de R$ 8.420."
A004450,T-46358,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",74052.88,2026-08-23,65.5,"R$ 74.053 movimentados em 30 dias, contra média mensal de R$ 2.781 nos 3 meses anteriores (27× a média, com piso de R$ 200)."
A004451,T-06861,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",43726.71000000001,2026-08-23,52.0,"R$ 42.322 recebidos e R$ 1.405 enviados por Pix em 30 dias — 10,9× a renda mensal declarada de R$ 4.000."
A004452,T-06861,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",43726.71000000001,2026-08-23,52.0,"R$ 43.727 movimentados em 30 dias, contra média mensal de R$ 1.082 nos 3 meses anteriores (40× a média, com piso de R$ 200)."
A004454,L-24727,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",85050.5246151071,2026-08-24,47.9,"R$ 85.051 recebidos no POS em 7 dias, 3,2× a receita semanal esperada (R$ 26.880); 4% vieram de cartões de uma mesma empresa cliente."
A004455,T-41835,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",43995.38,2026-08-24,48.0,"R$ 42.001 recebidos e R$ 1.994 enviados por Pix em 30 dias — 19,2× a renda mensal declarada de R$ 2.290."
A004456,T-41835,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",43995.38,2026-08-24,48.0,"R$ 43.995 movimentados em 30 dias, contra média mensal de R$ 536 nos 3 meses anteriores (82× a média, com piso de R$ 200)."
A004457,T-06905,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42199.45,2026-08-24,47.8,"R$ 41.576 recebidos e R$ 623 enviados por Pix em 30 dias — 10,0× a renda mensal declarada de R$ 4.230."
A004458,T-06905,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42199.45,2026-08-24,47.8,"R$ 42.199 movimentados em 30 dias, contra média mensal de R$ 1.675 nos 3 meses anteriores (25× a média, com piso de R$ 200)."
A004459,T-52166,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",44285.92,2026-08-24,48.0,"R$ 25.434 recebidos e R$ 18.852 enviados por Pix em 30 dias — 9,8× a renda mensal declarada de R$ 4.530."
A004460,T-52166,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",44285.92,2026-08-24,48.0,"R$ 44.286 movimentados em 30 dias, contra média mensal de R$ 894 nos 3 meses anteriores (50× a média, com piso de R$ 200)."
A004461,T-23521,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",26439.020000000004,2026-08-24,46.0,"R$ 25.947 recebidos e R$ 492 enviados por Pix em 30 dias — 4,0× a renda mensal declarada de R$ 6.550."
A004462,T-23521,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",26439.020000000004,2026-08-24,46.0,"R$ 26.439 movimentados em 30 dias, contra média mensal de R$ 2.088 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004463,T-76906,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",72377.97,2026-08-24,54.0,"R$ 45.271 recebidos e R$ 27.107 enviados por Pix em 30 dias — 23,3× a renda mensal declarada de R$ 3.100."
A004464,T-76906,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",72377.97,2026-08-24,54.0,"R$ 72.378 movimentados em 30 dias, contra média mensal de R$ 1.607 nos 3 meses anteriores (45× a média, com piso de R$ 200)."
A004468,T-07302,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",18124.410000000007,2026-08-25,31.7,"R$ 9.762 recebidos e R$ 8.362 enviados por Pix em 30 dias — 3,5× a renda mensal declarada de R$ 5.200."
A004469,T-77678,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",12654.059999999998,2026-08-25,34.2,"R$ 10.534 recebidos e R$ 2.120 enviados por Pix em 30 dias — 10,8× a renda mensal declarada de R$ 1.170."
A004470,T-86154,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",24120.869999999995,2026-08-25,32.8,"R$ 23.111 recebidos e R$ 1.010 enviados por Pix em 30 dias — 7,0× a renda mensal declarada de R$ 3.430."
A004471,T-72798,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",18195.03,2026-08-25,44.5,"R$ 17.274 recebidos e R$ 922 enviados por Pix em 30 dias — 5,4× a renda mensal declarada de R$ 3.400."
A004472,T-72798,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",18195.03,2026-08-25,44.5,"R$ 18.195 movimentados em 30 dias, contra média mensal de R$ 1.097 nos 3 meses anteriores (17× a média, com piso de R$ 200)."
A004473,T-61379,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",27183.090000000004,2026-08-25,46.1,"R$ 27.006 recebidos e R$ 178 enviados por Pix em 30 dias — 5,4× a renda mensal declarada de R$ 5.050."
A004474,T-61379,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",27183.090000000004,2026-08-25,46.1,"R$ 27.183 movimentados em 30 dias, contra média mensal de R$ 908 nos 3 meses anteriores (30× a média, com piso de R$ 200)."
A004475,T-30365,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",34251.79,2026-08-25,51.0,"R$ 34.154 recebidos e R$ 98 enviados por Pix em 30 dias — 17,5× a renda mensal declarada de R$ 1.960."
A004476,T-30365,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",34251.79,2026-08-25,51.0,"R$ 34.252 movimentados em 30 dias, contra média mensal de R$ 414 nos 3 meses anteriores (83× a média, com piso de R$ 200)."
A004477,T-08521,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",60215.87,2026-08-25,59.3,"R$ 35.692 recebidos e R$ 24.524 enviados por Pix em 30 dias — 11,0× a renda mensal declarada de R$ 5.450."
A004478,T-08521,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",60215.87,2026-08-25,59.3,"R$ 60.216 movimentados em 30 dias, contra média mensal de R$ 1.873 nos 3 meses anteriores (32× a média, com piso de R$ 200)."
A004479,T-92750,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",15763.899999999998,2026-08-25,46.1,"Titular PEP movimentou R$ 15.764 em 30 dias (R$ 14.599 recebidos, R$ 1.165 enviados); renda mensal declarada de R$ 17.000."
A004480,T-11883,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",14766.829999999998,2026-08-25,43.6,"R$ 14.040 recebidos e R$ 727 enviados por Pix em 30 dias — 8,6× a renda mensal declarada de R$ 1.720."
A004481,T-11883,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",14766.829999999998,2026-08-25,43.6,"R$ 14.767 movimentados em 30 dias, contra média mensal de R$ 646 nos 3 meses anteriores (23× a média, com piso de R$ 200)."
A004482,T-67558,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",20149.099999999984,2026-08-25,44.9,"R$ 20.058 recebidos e R$ 91 enviados por Pix em 30 dias — 13,2× a renda mensal declarada de R$ 1.530."
A004483,T-67558,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",20149.099999999984,2026-08-25,44.9,"R$ 20.149 movimentados em 30 dias, contra média mensal de R$ 784 nos 3 meses anteriores (26× a média, com piso de R$ 200)."
